Protein,Breast,Colon,Ewing_sarcoma,Melanoma,Ovary_patientsample,,exocarta top100,contém/não contém,,vesiclepedia top100,contém/não contém,,Vesiclepedia+exocarta,,
,,,,,,,,,,,,,Q9HBL7,,
,,,,,,,,,,,,,Q9HBL8,,
,,,,,,,,,,,,,Q9HBM1,,
,,,,,,,,,,,,,Q9HBM6,,
,,,,,,,,,,,,,Q9HBR0,,
,,,,,,,,,,,,,Q9HBT6,,
,,,,,,,,,,,,,Q9HBU6,,
,,,,,,,,,,,,,Q9HBV2,,
,,,,,,,,,,,,,Q9HBW0,,
,,,,,,,,,,,,,Q9HBX8,,
,,,,,,,,,,,,,Q9HBX9,,
,,,,,,,,,,,,,Q9HBY0,,
,,,,,,,,,,,,,Q9HBZ2,,
,,,,,,,,,,,,,Q9HC07,,
,,,,,,,,,,,,,Q9HC10,,
,,,,,,,,,,,,,Q9HC16,,
,,,,,,,,,,,,,Q9HC35,,
,,,,,,,,,,,,,Q9HC36,,
,,,,,,,,,,,,,Q9HC38,,
,,,,,,,,,,,,,Q9HC52,,
,,,,,,,,,,,,,Q9HC57,,
,,,,,,,,,,,,,Q9HC58,,
,,,,,,,,,,,,,Q9HC62,,
,,,,,,,,,,,,,Q9HC78,,
,,,,,,,,,,,,,Q9HC84,,
,,,,,,,,,,,,,Q9HC96,,
,,,,,,,,,,,,,Q9HC97,,
,,,,,,,,,,,,,Q9HC98,,
,,,,,,,,,,,,,Q9HCB6,,
,,,,,,,,,,,,,Q9HCC0,,
,,,,,,,,,,,,,Q9HCC6,,
,,,,,,,,,,,,,Q9HCC8,,
,,,,,,,,,,,,,Q9HCD5,,
,,,,,,,,,,,,,Q9HCD6,,
,,,,,,,,,,,,,Q9HCE0,,
,,,,,,,,,,,,,Q9HCE1,,
,,,,,,,,,,,,,Q9HCE3,,
,,,,,,,,,,,,,Q9HCE6,,
,,,,,,,,,,,,,Q9HCE7,,
,,,,,,,,,,,,,Q9HCE9,,
,,,,,,,,,,,,,Q9HCF6,,
,,,,,,,,,,,,,Q9HCG7,,
,,,,,,,,,,,,,Q9HCG8,,
,,,,,,,,,,,,,Q9HCH0,,
,,,,,,,,,,,,,Q9HCH3,,
,,,,,,,,,,,,,Q9HCH5,,
,,,,,,,,,,,,,Q9HCI5,,
,,,,,,,,,,,,,Q9HCJ0,,
,,,,,,,,,,,,,Q9HCJ1,,
,,,,,,,,,,,,,Q9HCJ5,,
,,,,,,,,,,,,,Q9HCJ6,,
,,,,,,,,,,,,,Q9HCK0,,
,,,,,,,,,,,,,Q9HCK1,,
,,,,,,,,,,,,,Q9HCK4,,
,,,,,,,,,,,,,Q9HCK8,,
,,,,,,,,,,,,,Q9HCL0,,
,,,,,,,,,,,,,Q9HCL3,,
,,,,,,,,,,,,,Q9HCM1,,
,,,,,,,,,,,,,Q9HCM2,,
,,,,,,,,,,,,,Q9HCM3,,
,,,,,,,,,,,,,Q9HCM4,,
,,,,,,,,,,,,,Q9HCN3,,
,,,,,,,,,,,,,Q9HCN4,,
,,,,,,,,,,,,,Q9HCN6,,
,,,,,,,,,,,,,Q9HCN8,,
,,,,,,,,,,,,,Q9HCP0,,
,,,,,,,,,,,,,Q9HCQ7,,
,,,,,,,,,,,,,Q9HCR9,,
,,,,,,,,,,,,,Q9HCS4,,
,,,,,,,,,,,,,Q9HCS5,,
,,,,,,,,,,,,,Q9HCS7,,
,,,,,,,,,,,,,Q9HCU0,,
,,,,,,,,,,,,,Q9HCU4,,
,,,,,,,,,,,,,Q9HCU5,,
,,,,,,,,,,,,,Q9HCU9,,
,,,,,,,,,,,,,Q9HCY8,,
,,,,,,,,,,,,,Q9HCZ1,,
,,,,,,,,,,,,,Q9HD15,,
,,,,,,,,,,,,,Q9HD20,,
,,,,,,,,,,,,,Q9HD26,,
,,,,,,,,,,,,,Q9HD33,,
,,,,,,,,,,,,,Q9HD34,,
,,,,,,,,,,,,,Q9HD40,,
,,,,,,,,,,,,,Q9HD42,,
,,,,,,,,,,,,,Q9HD43,,
,,,,,,,,,,,,,Q9HD45,,
,,,,,,,,,,,,,Q9HD47,,
,,,,,,,,,,,,,Q9HD64,,
,,,,,,,,,,,,,Q9HD67,,
,,,,,,,,,,,,,Q9HD89,,
,,,,,,,,,,,,,Q9HDB5,,
,,,,,,,,,,,,,Q9HDC9,,
,,,,,,,,,,,,,Q9NNW5,,
,,,,,,,,,,,,,Q9NNW7,,
,,,,,,,,,,,,,Q9NNX1,,
,,,,,,,,,,,,,Q9NNX6,,
,,,,,,,,,,,,,Q9NP31,,
,,,,,,,,,,,,,Q9NP55,,
,,,,,,,,,,,,,Q9NP58,,
,,,,,,,,,,,,,Q9NP59,,
,,,,,,,,,,,,,Q9NP60,,
,,,,,,,,,,,,,Q9NP61,,
,,,,,,,,,,,,,Q9NP72,,
,,,,,,,,,,,,,Q9NP73,,
,,,,,,,,,,,,,Q9NP79,,
,,,,,,,,,,,,,Q9NP80,,
,,,,,,,,,,,,,Q9NP81,,
,,,,,,,,,,,,,Q9NP84,,
,,,,,,,,,,,,,Q9NP85,,
,,,,,,,,,,,,,Q9NP87,,
,,,,,,,,,,,,,Q9NP90,,
,,,,,,,,,,,,,Q9NP91,,
,,,,,,,,,,,,,Q9NP92,,
,,,,,,,,,,,,,Q9NP94,,
,,,,,,,,,,,,,Q9NP95,,
,,,,,,,,,,,,,Q9NP97,,
,,,,,,,,,,,,,Q9NP99,,
,,,,,,,,,,,,,Q9NPA0,,
,,,,,,,,,,,,,Q9NPA1,,
,,,,,,,,,,,,,Q9NPA2,,
,,,,,,,,,,,,,Q9NPA8,,
,,,,,,,,,,,,,Q9NPB1,,
,,,,,,,,,,,,,Q9NPB8,,
,,,,,,,,,,,,,Q9NPC1,,
,,,,,,,,,,,,,Q9NPC6,,
,,,,,,,,,,,,,Q9NPC7,,
,,,,,,,,,,,,,Q9NPD3,,
,,,,,,,,,,,,,Q9NPD5,,
,,,,,,,,,,,,,Q9NPD7,,
,,,,,,,,,,,,,Q9NPD8,,
,,,,,,,,,,,,,Q9NPE2,,
,,,,,,,,,,,,,Q9NPE3,,
,,,,,,,,,,,,,Q9NPF0,,
,,,,,,,,,,,,,Q9NPF2,,
,,,,,,,,,,,,,Q9NPF4,,
,,,,,,,,,,,,,Q9NPF5,,
,,,,,,,,,,,,,Q9NPF7,,
,,,,,,,,,,,,,Q9NPG4,,
,,,,,,,,,,,,,Q9NPH0,,
,,,,,,,,,,,,,Q9NPH2,,
,,,,,,,,,,,,,Q9NPH3,,
,,,,,,,,,,,,,Q9NPH9,,
,,,,,,,,,,,,,Q9NPI0,,
,,,,,,,,,,,,,Q9NPI6,,
,,,,,,,,,,,,,Q9NPI7,,
,,,,,,,,,,,,,Q9NPJ3,,
,,,,,,,,,,,,,Q9NPJ6,,
,,,,,,,,,,,,,Q9NPP4,,
,,,,,,,,,,,,,Q9NPQ8,,
,,,,,,,,,,,,,Q9NPR9,,
,,,,,,,,,,,,,Q9NQ11,,
,,,,,,,,,,,,,Q9NQ25,,
,,,,,,,,,,,,,Q9NQ29,,
,,,,,,,,,,,,,Q9NQ30,,
,,,,,,,,,,,,,Q9NQ34,,
,,,,,,,,,,,,,Q9NQ35,,
,,,,,,,,,,,,,Q9NQ36,,
,,,,,,,,,,,,,Q9NQ38,,
,,,,,,,,,,,,,Q9NQ40,,
,,,,,,,,,,,,,Q9NQ48,,
,,,,,,,,,,,,,Q9NQ50,,
,,,,,,,,,,,,,Q9NQ55,,
,,,,,,,,,,,,,Q9NQ66,,
,,,,,,,,,,,,,Q9NQ69,,
,,,,,,,,,,,,,Q9NQ75,,
,,,,,,,,,,,,,Q9NQ76,,
,,,,,,,,,,,,,Q9NQ79,,
,,,,,,,,,,,,,Q9NQ84,,
,,,,,,,,,,,,,Q9NQ88,,
,,,,,,,,,,,,,Q9NQ89,,
,,,,,,,,,,,,,Q9NQ90,,
,,,,,,,,,,,,,Q9NQ94,,
,,,,,,,,,,,,,Q9NQA5,,
,,,,,,,,,,,,,Q9NQB0,,
,,,,,,,,,,,,,Q9NQC1,,
,,,,,,,,,,,,,Q9NQC3,,
,,,,,,,,,,,,,Q9NQC7,,
,,,,,,,,,,,,,Q9NQC8,,
,,,,,,,,,,,,,Q9NQE7,,
,,,,,,,,,,,,,Q9NQE9,,
,,,,,,,,,,,,,Q9NQG5,,
,,,,,,,,,,,,,Q9NQG7,,
,,,,,,,,,,,,,Q9NQH7,,
,,,,,,,,,,,,,Q9NQI0,,
,,,,,,,,,,,,,Q9NQL2,,
,,,,,,,,,,,,,Q9NQP4,,
,,,,,,,,,,,,,Q9NQR1,,
,,,,,,,,,,,,,Q9NQR4,,
,,,,,,,,,,,,,Q9NQR9,,
,,,,,,,,,,,,,Q9NQS1,,
,,,,,,,,,,,,,Q9NQS3,,
,,,,,,,,,,,,,Q9NQS5,,
,,,,,,,,,,,,,Q9NQS7,,
,,,,,,,,,,,,,Q9NQT4,,
,,,,,,,,,,,,,Q9NQT5,,
,,,,,,,,,,,,,Q9NQT6,,
,,,,,,,,,,,,,Q9NQT8,,
,,,,,,,,,,,,,Q9NQU5,,
,,,,,,,,,,,,,Q9NQV6,,
,,,,,,,,,,,,,Q9NQV7,,
,,,,,,,,,,,,,Q9NQV8,,
,,,,,,,,,,,,,Q9NQW1,,
,,,,,,,,,,,,,Q9NQW6,,
,,,,,,,,,,,,,Q9NQW7,,
,,,,,,,,,,,,,Q9NQW8,,
,,,,,,,,,,,,,Q9NQX0,,
,,,,,,,,,,,,,Q9NQX3,,
,,,,,,,,,,,,,Q9NQX4,,
,,,,,,,,,,,,,Q9NQX5,,
,,,,,,,,,,,,,Q9NQX7,,
,,,,,,,,,,,,,Q9NQY0,,
,,,,,,,,,,,,,Q9NQZ2,,
,,,,,,,,,,,,,Q9NQZ5,,
,,,,,,,,,,,,,Q9NQZ6,,
,,,,,,,,,,,,,Q9NQZ7,,
,,,,,,,,,,,,,Q9NQZ8,,
,,,,,,,,,,,,,Q9NR09,,
,,,,,,,,,,,,,Q9NR12,,
,,,,,,,,,,,,,Q9NR16,,
,,,,,,,,,,,,,Q9NR19,,
,,,,,,,,,,,,,Q9NR20,,
,,,,,,,,,,,,,Q9NR22,,
,,,,,,,,,,,,,Q9NR23,,
,,,,,,,,,,,,,Q9NR28,,
,,,,,,,,,,,,,Q9NR30,,
,,,,,,,,,,,,,Q9NR31,,
,,,,,,,,,,,,,Q9NR33,,
,,,,,,,,,,,,,Q9NR34,,
,,,,,,,,,,,,,Q9NR45,,
,,,,,,,,,,,,,Q9NR46,,
,,,,,,,,,,,,,Q9NR48,,
,,,,,,,,,,,,,Q9NR50,,
,,,,,,,,,,,,,Q9NR56,,
,,,,,,,,,,,,,Q9NR61,,
,,,,,,,,,,,,,Q9NR71,,
,,,,,,,,,,,,,Q9NR77,,
,,,,,,,,,,,,,Q9NR82,,
,,,,,,,,,,,,,Q9NR97,,
,,,,,,,,,,,,,Q9NR99,,
,,,,,,,,,,,,,Q9NRA0,,
,,,,,,,,,,,,,Q9NRA1,,
,,,,,,,,,,,,,Q9NRA2,,
,,,,,,,,,,,,,Q9NRA8,,
,,,,,,,,,,,,,Q9NRB3,,
,,,,,,,,,,,,,Q9NRC6,,
,,,,,,,,,,,,,Q9NRD1,,
,,,,,,,,,,,,,Q9NRD8,,
,,,,,,,,,,,,,Q9NRD9,,
,,,,,,,,,,,,,Q9NRE2,,
,,,,,,,,,,,,,Q9NRF2,,
,,,,,,,,,,,,,Q9NRF8,,
,,,,,,,,,,,,,Q9NRF9,,
,,,,,,,,,,,,,Q9NRG1,,
,,,,,,,,,,,,,Q9NRG9,,
,,,,,,,,,,,,,Q9NRH3,,
,,,,,,,,,,,,,Q9NRI5,,
,,,,,,,,,,,,,Q9NRJ3,,
,,,,,,,,,,,,,Q9NRJ4,,
,,,,,,,,,,,,,Q9NRJ5,,
,,,,,,,,,,,,,Q9NRJ7,,
,,,,,,,,,,,,,Q9NRL2,,
,,,,,,,,,,,,,Q9NRL3,,
,,,,,,,,,,,,,Q9NRM0,,
,,,,,,,,,,,,,Q9NRN5,,
,,,,,,,,,,,,,Q9NRN7,,
,,,,,,,,,,,,,Q9NRP0,,
,,,,,,,,,,,,,Q9NRP7,,
,,,,,,,,,,,,,Q9NRQ2,,
,,,,,,,,,,,,,Q9NRR1,,
,,,,,,,,,,,,,Q9NRR3,,
,,,,,,,,,,,,,Q9NRR5,,
,,,,,,,,,,,,,Q9NRR6,,
,,,,,,,,,,,,,Q9NRR8,,
,,,,,,,,,,,,,Q9NRS4,,
,,,,,,,,,,,,,Q9NRV9,,
,,,,,,,,,,,,,Q9NRW1,,
,,,,,,,,,,,,,Q9NRW3,,
,,,,,,,,,,,,,Q9NRW7,,
,,,,,,,,,,,,,Q9NRX1,,
,,,,,,,,,,,,,Q9NRX2,,
,,,,,,,,,,,,,Q9NRX3,,
,,,,,,,,,,,,,Q9NRX4,,
,,,,,,,,,,,,,Q9NRX5,,
,,,,,,,,,,,,,Q9NRY4,,
,,,,,,,,,,,,,Q9NRY5,,
,,,,,,,,,,,,,Q9NRY6,,
,,,,,,,,,,,,,Q9NRZ7,,
,,,,,,,,,,,,,Q9NRZ9,,
,,,,,,,,,,,,,Q9NS15,,
,,,,,,,,,,,,,Q9NS25,,
,,,,,,,,,,,,,Q9NS28,,
,,,,,,,,,,,,,Q9NS39,,
,,,,,,,,,,,,,Q9NS56,,
,,,,,,,,,,,,,Q9NS61,,
,,,,,,,,,,,,,Q9NS62,,
,,,,,,,,,,,,,Q9NS68,,
,,,,,,,,,,,,,Q9NS69,,
,,,,,,,,,,,,,Q9NS82,,
,,,,,,,,,,,,,Q9NS86,,
,,,,,,,,,,,,,Q9NS87,,
,,,,,,,,,,,,,Q9NS91,,
,,,,,,,,,,,,,Q9NS93,,
,,,,,,,,,,,,,Q9NS98,,
,,,,,,,,,,,,,Q9NSA0,,
,,,,,,,,,,,,,Q9NSA1,,
,,,,,,,,,,,,,Q9NSA2,,
,,,,,,,,,,,,,Q9NSA3,,
,,,,,,,,,,,,,Q9NSB2,,
,,,,,,,,,,,,,Q9NSB4,,
,,,,,,,,,,,,,Q9NSB8,,
,,,,,,,,,,,,,Q9NSC2,,
,,,,,,,,,,,,,Q9NSC5,,
,,,,,,,,,,,,,Q9NSD5,,
,,,,,,,,,,,,,Q9NSD9,,
,,,,,,,,,,,,,Q9NSE4,,
,,,,,,,,,,,,,Q9NSG2,,
,,,,,,,,,,,,,Q9NSI6,,
,,,,,,,,,,,,,Q9NSK0,,
,,,,,,,,,,,,,Q9NSK7,,
,,,,,,,,,,,,,Q9NST1,,
,,,,,,,,,,,,,Q9NSV4,,
,,,,,,,,,,,,,Q9NSY0,,
,,,,,,,,,,,,,Q9NSY1,,
,,,,,,,,,,,,,Q9NSY2,,
,,,,,,,,,,,,,Q9NT62,,
,,,,,,,,,,,,,Q9NT68,,
,,,,,,,,,,,,,Q9NT99,,
,,,,,,,,,,,,,Q9NTG1,,
,,,,,,,,,,,,,Q9NTG7,,
,,,,,,,,,,,,,Q9NTI2,,
,,,,,,,,,,,,,Q9NTI5,,
,,,,,,,,,,,,,Q9NTJ3,,
,,,,,,,,,,,,,Q9NTJ4,,
,,,,,,,,,,,,,Q9NTJ5,,
,,,,,,,,,,,,,Q9NTK5,,
,,,,,,,,,,,,,Q9NTM9,,
,,,,,,,,,,,,,Q9NTN3,,
,,,,,,,,,,,,,Q9NTN9,,
,,,,,,,,,,,,,Q9NTW7,,
,,,,,,,,,,,,,Q9NTX5,,
,,,,,,,,,,,,,Q9NTX7,,
,,,,,,,,,,,,,Q9NTZ6,,
,,,,,,,,,,,,,Q9NU22,,
,,,,,,,,,,,,,Q9NU39,,
,,,,,,,,,,,,,Q9NU63,,
,,,,,,,,,,,,,Q9NUD5,,
,,,,,,,,,,,,,Q9NUD7,,
,,,,,,,,,,,,,Q9NUE0,,
,,,,,,,,,,,,,Q9NUG6,,
,,,,,,,,,,,,,Q9NUH8,,
,,,,,,,,,,,,,Q9NUI1,,
,,,,,,,,,,,,,Q9NUJ1,,
,,,,,,,,,,,,,Q9NUJ3,,
,,,,,,,,,,,,,Q9NUK0,,
,,,,,,,,,,,,,Q9NUL3,,
,,,,,,,,,,,,,Q9NUL7,,
,,,,,,,,,,,,,Q9NUM3,,
,,,,,,,,,,,,,Q9NUM4,,
,,,,,,,,,,,,,Q9NUN5,,
,,,,,,,,,,,,,Q9NUP1,,
,,,,,,,,,,,,,Q9NUP7,,
,,,,,,,,,,,,,Q9NUP9,,
,,,,,,,,,,,,,Q9NUQ2,,
,,,,,,,,,,,,,Q9NUQ3,,
,,,,,,,,,,,,,Q9NUQ6,,
,,,,,,,,,,,,,Q9NUQ8,,
,,,,,,,,,,,,,Q9NUQ9,,
,,,,,,,,,,,,,Q9NUT2,,
,,,,,,,,,,,,,Q9NUU7,,
,,,,,,,,,,,,,Q9NUV7,,
,,,,,,,,,,,,,Q9NUV9,,
,,,,,,,,,,,,,Q9NUY8,,
,,,,,,,,,,,,,Q9NUZ1,,
,,,,,,,,,,,,,Q9NV23,,
,,,,,,,,,,,,,Q9NV29,,
,,,,,,,,,,,,,Q9NV31,,
,,,,,,,,,,,,,Q9NV35,,
,,,,,,,,,,,,,Q9NV58,,
,,,,,,,,,,,,,Q9NV64,,
,,,,,,,,,,,,,Q9NV70,,
,,,,,,,,,,,,,Q9NV79,,
,,,,,,,,,,,,,Q9NV88,,
,,,,,,,,,,,,,Q9NV92,,
,,,,,,,,,,,,,Q9NV96,,
,,,,,,,,,,,,,Q9NVA1,,
,,,,,,,,,,,,,Q9NVC6,,
,,,,,,,,,,,,,Q9NVD3,,
,,,,,,,,,,,,,Q9NVD7,,
,,,,,,,,,,,,,Q9NVE4,,
,,,,,,,,,,,,,Q9NVE5,,
,,,,,,,,,,,,,Q9NVE7,,
,,,,,,,,,,,,,Q9NVH0,,
,,,,,,,,,,,,,Q9NVH1,,
,,,,,,,,,,,,,Q9NVH2,,
,,,,,,,,,,,,,Q9NVH6,,
,,,,,,,,,,,,,Q9NVI1,,
,,,,,,,,,,,,,Q9NVI7,,
,,,,,,,,,,,,,Q9NVJ2,,
,,,,,,,,,,,,,Q9NVK5,,
,,,,,,,,,,,,,Q9NVL8,,
,,,,,,,,,,,,,Q9NVM1,,
,,,,,,,,,,,,,Q9NVN3,,
,,,,,,,,,,,,,Q9NVN8,,
,,,,,,,,,,,,,Q9NVP1,,
,,,,,,,,,,,,,Q9NVP2,,
,,,,,,,,,,,,,Q9NVR0,,
,,,,,,,,,,,,,Q9NVS9,,
,,,,,,,,,,,,,Q9NVU0,,
,,,,,,,,,,,,,Q9NVV2,,
,,,,,,,,,,,,,Q9NVV4,,
,,,,,,,,,,,,,Q9NVV9,,
,,,,,,,,,,,,,Q9NVX0,,
,,,,,,,,,,,,,Q9NVX2,,
,,,,,,,,,,,,,Q9NVX7,,
,,,,,,,,,,,,,Q9NVZ3,,
,,,,,,,,,,,,,Q9NW07,,
,,,,,,,,,,,,,Q9NW08,,
,,,,,,,,,,,,,Q9NW13,,
,,,,,,,,,,,,,Q9NW15,,
,,,,,,,,,,,,,Q9NW64,,
,,,,,,,,,,,,,Q9NW75,,
,,,,,,,,,,,,,Q9NW82,,
,,,,,,,,,,,,,Q9NW97,,
,,,,,,,,,,,,,Q9NWA0,,
,,,,,,,,,,,,,Q9NWB6,,
,,,,,,,,,,,,,Q9NWB7,,
,,,,,,,,,,,,,Q9NWF9,,
,,,,,,,,,,,,,Q9NWH9,,
,,,,,,,,,,,,,Q9NWK9,,
,,,,,,,,,,,,,Q9NWM0,,
,,,,,,,,,,,,,Q9NWM3,,
,,,,,,,,,,,,,Q9NWQ8,,
,,,,,,,,,,,,,Q9NWS0,,
,,,,,,,,,,,,,Q9NWS8,,
,,,,,,,,,,,,,Q9NWT6,,
,,,,,,,,,,,,,Q9NWT8,,
,,,,,,,,,,,,,Q9NWU2,,
,,,,,,,,,,,,,Q9NWU5,,
,,,,,,,,,,,,,Q9NWV4,,
,,,,,,,,,,,,,Q9NWV8,,
,,,,,,,,,,,,,Q9NWW5,,
,,,,,,,,,,,,,Q9NWW6,,
,,,,,,,,,,,,,Q9NWX5,,
,,,,,,,,,,,,,Q9NWX6,,
,,,,,,,,,,,,,Q9NWZ5,,
,,,,,,,,,,,,,Q9NX01,,
,,,,,,,,,,,,,Q9NX02,,
,,,,,,,,,,,,,Q9NX04,,
,,,,,,,,,,,,,Q9NX14,,
,,,,,,,,,,,,,Q9NX18,,
,,,,,,,,,,,,,Q9NX24,,
,,,,,,,,,,,,,Q9NX36,,
,,,,,,,,,,,,,Q9NX40,,
,,,,,,,,,,,,,Q9NX46,,
,,,,,,,,,,,,,Q9NX55,,
,,,,,,,,,,,,,Q9NX57,,
,,,,,,,,,,,,,Q9NX58,,
,,,,,,,,,,,,,Q9NX61,,
,,,,,,,,,,,,,Q9NX62,,
,,,,,,,,,,,,,Q9NX63,,
,,,,,,,,,,,,,Q9NX76,,
,,,,,,,,,,,,,Q9NX94,,
,,,,,,,,,,,,,Q9NXA8,,
,,,,,,,,,,,,,Q9NXC2,,
,,,,,,,,,,,,,Q9NXC5,,
,,,,,,,,,,,,,Q9NXD2,,
,,,,,,,,,,,,,Q9NXE4,,
,,,,,,,,,,,,,Q9NXE8,,
,,,,,,,,,,,,,Q9NXF1,,
,,,,,,,,,,,,,Q9NXF7,,
,,,,,,,,,,,,,Q9NXG0,,
,,,,,,,,,,,,,Q9NXG6,,
,,,,,,,,,,,,,Q9NXH8,,
,,,,,,,,,,,,,Q9NXH9,,
,,,,,,,,,,,,,Q9NXJ5,,
,,,,,,,,,,,,,Q9NXK8,,
,,,,,,,,,,,,,Q9NXR1,,
,,,,,,,,,,,,,Q9NXR7,,
,,,,,,,,,,,,,Q9NXS2,,
,,,,,,,,,,,,,Q9NXS3,,
,,,,,,,,,,,,,Q9NXU5,,
,,,,,,,,,,,,,Q9NXV2,,
,,,,,,,,,,,,,Q9NXW2,,
,,,,,,,,,,,,,Q9NXW9,,
,,,,,,,,,,,,,Q9NXZ1,,
,,,,,,,,,,,,,Q9NY12,,
,,,,,,,,,,,,,Q9NY15,,
,,,,,,,,,,,,,Q9NY26,,
,,,,,,,,,,,,,Q9NY27,,
,,,,,,,,,,,,,Q9NY28,,
,,,,,,,,,,,,,Q9NY33,,
,,,,,,,,,,,,,Q9NY35,,
,,,,,,,,,,,,,Q9NY43,,
,,,,,,,,,,,,,Q9NY46,,
,,,,,,,,,,,,,Q9NY47,,
,,,,,,,,,,,,,Q9NY56,,
,,,,,,,,,,,,,Q9NY59,,
,,,,,,,,,,,,,Q9NY61,,
,,,,,,,,,,,,,Q9NY64,,
,,,,,,,,,,,,,Q9NY65,,
,,,,,,,,,,,,,Q9NY74,,
,,,,,,,,,,,,,Q9NY84,,
,,,,,,,,,,,,,Q9NY87,,
,,,,,,,,,,,,,Q9NY91,,
,,,,,,,,,,,,,Q9NY93,,
,,,,,,,,,,,,,Q9NY97,,
,,,,,,,,,,,,,Q9NY99,,
,,,,,,,,,,,,,Q9NYA3,,
,,,,,,,,,,,,,Q9NYB0,,
,,,,,,,,,,,,,Q9NYB5,,
,,,,,,,,,,,,,Q9NYB9,,
,,,,,,,,,,,,,Q9NYC9,,
,,,,,,,,,,,,,Q9NYD6,,
,,,,,,,,,,,,,Q9NYF0,,
,,,,,,,,,,,,,Q9NYF5,,
,,,,,,,,,,,,,Q9NYF8,,
,,,,,,,,,,,,,Q9NYG2,,
,,,,,,,,,,,,,Q9NYI0,,
,,,,,,,,,,,,,Q9NYJ7,,
,,,,,,,,,,,,,Q9NYK1,,
,,,,,,,,,,,,,Q9NYK5,,
,,,,,,,,,,,,,Q9NYL2,,
,,,,,,,,,,,,,Q9NYL4,,
,,,,,,,,,,,,,Q9NYL9,,
,,,,,,,,,,,,,Q9NYM9,,
,,,,,,,,,,,,,Q9NYN1,,
,,,,,,,,,,,,,Q9NYP3,,
,,,,,,,,,,,,,Q9NYP7,,
,,,,,,,,,,,,,Q9NYQ3,,
,,,,,,,,,,,,,Q9NYQ6,,
,,,,,,,,,,,,,Q9NYQ7,,
,,,,,,,,,,,,,Q9NYQ8,,
,,,,,,,,,,,,,Q9NYR9,,
,,,,,,,,,,,,,Q9NYT0,,
,,,,,,,,,,,,,Q9NYT6,,
,,,,,,,,,,,,,Q9NYU1,,
,,,,,,,,,,,,,Q9NYU2,,
,,,,,,,,,,,,,Q9NYV4,,
,,,,,,,,,,,,,Q9NYV6,,
,,,,,,,,,,,,,Q9NYY3,,
,,,,,,,,,,,,,Q9NYZ2,,
,,,,,,,,,,,,,Q9NYZ3,,
,,,,,,,,,,,,,Q9NZ01,,
,,,,,,,,,,,,,Q9NZ08,,
,,,,,,,,,,,,,Q9NZ09,,
,,,,,,,,,,,,,Q9NZ20,,
,,,,,,,,,,,,,Q9NZ32,,
,,,,,,,,,,,,,Q9NZ42,,
,,,,,,,,,,,,,Q9NZ43,,
,,,,,,,,,,,,,Q9NZ45,,
,,,,,,,,,,,,,Q9NZ52,,
,,,,,,,,,,,,,Q9NZ53,,
,,,,,,,,,,,,,Q9NZ56,,
,,,,,,,,,,,,,Q9NZ63,,
,,,,,,,,,,,,,Q9NZ71,,
,,,,,,,,,,,,,Q9NZ94,,
,,,,,,,,,,,,,Q9NZA1,,
,,,,,,,,,,,,,Q9NZB2,,
,,,,,,,,,,,,,Q9NZB8,,
,,,,,,,,,,,,,Q9NZC2,,
,,,,,,,,,,,,,Q9NZC3,,
,,,,,,,,,,,,,Q9NZC7,,
,,,,,,,,,,,,,Q9NZC9,,
,,,,,,,,,,,,,Q9NZD2,,
,,,,,,,,,,,,,Q9NZD8,,
,,,,,,,,,,,,,Q9NZF1,,
,,,,,,,,,,,,,Q9NZG7,,
,,,,,,,,,,,,,Q9NZH0,,
,,,,,,,,,,,,,Q9NZH5,,
,,,,,,,,,,,,,Q9NZH6,,
,,,,,,,,,,,,,Q9NZH8,,
,,,,,,,,,,,,,Q9NZI2,,
,,,,,,,,,,,,,Q9NZI7,,
,,,,,,,,,,,,,Q9NZI8,,
,,,,,,,,,,,,,Q9NZJ4,,
,,,,,,,,,,,,,Q9NZJ5,,
,,,,,,,,,,,,,Q9NZJ6,,
,,,,,,,,,,,,,Q9NZJ7,,
,,,,,,,,,,,,,Q9NZJ9,,
,,,,,,,,,,,,,Q9NZK5,,
,,,,,,,,,,,,,Q9NZL4,,
,,,,,,,,,,,,,Q9NZL9,,
,,,,,,,,,,,,,Q9NZM1,,
,,,,,,,,,,,,,Q9NZM3,,
,,,,,,,,,,,,,Q9NZM4,,
,,,,,,,,,,,,,Q9NZM5,,
,,,,,,,,,,,,,Q9NZM6,,
,,,,,,,,,,,,,Q9NZN1,,
,,,,,,,,,,,,,Q9NZN3,,
,,,,,,,,,,,,,Q9NZN4,,
,,,,,,,,,,,,,Q9NZN5,,
,,,,,,,,,,,,,Q9NZN8,,
,,,,,,,,,,,,,Q9NZP0,,
,,,,,,,,,,,,,Q9NZP5,,
,,,,,,,,,,,,,Q9NZP8,,
,,,,,,,,,,,,,Q9NZQ3,,
,,,,,,,,,,,,,Q9NZQ7,,
,,,,,,,,,,,,,Q9NZQ8,,
,,,,,,,,,,,,,Q9NZR1,,
,,,,,,,,,,,,,Q9NZR2,,
,,,,,,,,,,,,,Q9NZR4,,
,,,,,,,,,,,,,Q9NZS2,,
,,,,,,,,,,,,,Q9NZT1,,
,,,,,,,,,,,,,Q9NZT2,,
,,,,,,,,,,,,,Q9NZU0,,
,,,,,,,,,,,,,Q9NZU5,,
,,,,,,,,,,,,,Q9NZU7,,
,,,,,,,,,,,,,Q9NZV1,,
,,,,,,,,,,,,,Q9NZV7,,
